slug,year,start,end,attendance,country,region,country_code,organiser,organiser_web_domain,organiser_top_level_web_domain,organiser_normalised_name,organiser_common_name,organiser_country_code,venue,address,longitude,latitude,workshop_type,workshop_subtype,workshop_status,tags,website_url,workshop_domains
2017-01-18-bristol,2017.0,2017-01-18,2017-01-20,23,United Kingdom,South West,GB,University of Bristol,bristol.ac.uk,bristol.ac.uk,UNIVERSITY OF BRISTOL,University of Bristol,GB,NERC / University of Bristol,"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road,Bristol BS8 1RJ",-2.6039999999999996,51.456,SWC,,,['SWC'],https://andreww.github.io/2017-01-18-bristol/,
2018-06-14-Imperial,2018.0,2018-06-14,2018-06-15,0,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"CDT space, Central Library level 4, access from the 2nd floor of Sherfield building (SW corner, towards the Great Hall, follow the signs to Software Carpentry), South Kensington Campus, Imperial College London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2018-06-14-Imperial/,
2017-11-09-uclhep,2017.0,2017-11-09,2017-11-10,14,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,"University College London, High-Energy Physics Group","Lab 2, Physics Building, UCL, Gower Street, London WC1E 6BT",-0.133491,51.525334,SWC,,,['SWC'],https://ucl-hep.github.io/2017-11-09-uclhep/,
2018-12-10-standrews,2018.0,2018-12-10,2018-12-11,50,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,"Seminar Rooms 1 & 2, School of Medicine, University of St Andrews, North Haugh, St Andrews, Fife, KY16 9TF. Scotland UK",-2.8079810000000003,56.340782999999995,SWC,,,['SWC'],https://starescomp.github.io/2018-12-10-standrews/,
2016-01-18-leeds,2016.0,2016-01-18,2016-01-20,25,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,NERC / University of Leeds,"School of Earth and Environment, University of Leeds, Leeds, LS2 9J",-1.5557,53.8057,SWC,,,['SWC'],https://andreww.github.io/2016-01-18-leeds/,
2018-11-27-standrews,2018.0,2018-11-27,2018-11-28,30,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,"Parliament Hall, University of St Andrews, St Mary's College, St Andrews, KY16 9JU",-2.7939830000000003,56.339324,SWC,,,['SWC'],https://starescomp.github.io/2018-11-27-standrews/,
2019-11-28-Cranfield,2019.0,2019-11-28,2019-11-29,0,United Kingdom,Eastern,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,Cranfield University,"CMRI Gallery, Building 38, Cranfield MK43 0AL",-0.6304773,52.0746169,DC,,,['DC'],https://petersmyth12.github.io/2019-11-28-Cranfield,
2014-11-27-elixiruk-manchester,2014.0,2014-11-27,2014-11-28,29,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"Atlas 1-2 Room, Kilburn Building, Oxford Road, M13 9PL Manchester",-2.233876,53.467293000000005,SWC,,,['SWC'],https://apawlik.github.io/2014-11-27-elixiruk-manchester/,
2015-07-15-feltham,2015.0,2015-07-15,2015-07-17,25,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,SAP Headquarters near London Heathrow,"Clockhouse Place, Bedfont Road, Feltham, Middlesex TW14 8HD",-0.445043,51.449025,SWC,,,['SWC'],https://harnesscloud.github.io/2015-07-15-feltham/,
2018-11-01-london-kcl,2018.0,2018-11-01,2018-11-02,25,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London,"5th Floor Bermondsey Building, Large AALB Seminar Room. Guy's Hospital",-0.07396699999999999,51.493632,DC,,,['DC'],https://rociotmartinez.github.io/2018-11-01-london-kcl/,
2017-01-09-oxford,2017.0,2017-01-09,2017-01-10,26,United Kingdom,South East,GB,School of Anthropology and Museum Ethnography,anthro.ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"The Oxford Research Centre in the Humanities, Woodstock Rd, Oxford OX2",-1.262284,51.760166999999996,SWC,,,['SWC'],https://rroxford.github.io/2017-01-09-oxford/,
2019-01-10-elixir-athens,2019.0,2019-01-10,2019-01-11,22,Greece,Eastern,GR,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,BRFAA - Biomedical Research Foundation Academy of Athens,"4 Soranou Ephessiou St., 115 27 Athens, Greece",23.780932,37.991431,SWC,,,['SWC'],https://fpsom.github.io/2019-01-10-elixir-athens/,
2019-05-30-elixir-portugal,2019.0,2019-05-30,2019-05-31,0,Portugal,Eastern,PT,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,Instituto Gulbenkian de Ciência,"Instituto Gulbenkian de Ciência, Bioinformatics Training Room, Rua da Quinta Grande 6, 2780-156 Oeiras, Portugal",-9.32247,38.685796,SWC,,,['SWC'],https://philreeddata.github.io/2019-05-30-elixir-portugal/,
2018-06-26-UCL_software_carpentry,2018.0,2018-06-26,2018-06-27,26,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"25 Gordon Street, First Floor Public Cluster (room 105)",-0.133414,51.525652,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2018-06-26-UCL_software_carpentry/,
2017-09-25-UCL_software_carpentry,2017.0,2017-09-25,2017-09-26,14,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Room D3, Physics Building, Gower Street, London WC1E 6BT",-0.133528483,51.52528389,SWC,,,['SWC'],http://rits.github-pages.ucl.ac.uk/2017-09-25-UCL_software_carpentry/,
2016-07-12-Oxford,2016.0,2016-07-12,2016-07-13,32,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"Herbertson Room, School of Geography and the Environment",-1.2577260000000001,51.752021,SWC,,,['SWC'],http://jules32.github.io/2016-07-12-Oxford/,
2020-04-29-sfc-online,2020.0,2020-04-29,2020-04-30,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,Internet,Internet,-123.39333300000001,-48.876667,DC,,,"['DC', 'online']",https://edcarp.github.io/2020-04-29-sfc-online/,
2020-10-06-KCL-DTP,2020.0,2020-10-05,2020-10-19,0,United Kingdom,London,GB,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,King's College London (online),online,-0.11691199999999999,51.510734,DC,,,"['DC', 'online']",https://rociotmartinez.github.io/2020-10-06-KCL-DTP/,
2020-01-21-edinburgh-swc,2020.0,2020-01-21,2020-02-18,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Teaching Studio G.09, Murchison House, King's Buildings, Max Born Crescent, Edinburgh",-3.179406,55.924386,SWC,,,['SWC'],https://edcarp.github.io/2020-01-21-edinburgh-swc/,
2016-06-27-leeds,2016.0,2016-06-27,2016-06-28,24,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,NERC / University of Leeds,"EC Stoner Building, The University of Leeds, Leeds, LS2 9JT",-1.552041,53.80549499999999,SWC,,,['SWC'],http://arcleeds.github.io/2016-06-27-leeds/,
2012-04-30-ucl,2012.0,2012-04-30,2012-05-01,44,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London, ,-0.1334579,51.5598815,SWC,,,['SWC'],https://swcarpentry.github.io/2012-04-30-ucl/,
2018-02-14-elixir-prague,2018.0,2018-02-14,2018-02-15,0,Czech Republic,Eastern,CZ,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,"University of Chemistry and Technology, Prague","Technicka 3, Prague 6, 166 28, Czech Republic, room BS09",14.39151,50.10237,DC,,,['DC'],https://www.hadriengourle.com/2019-02-14-elixir-prague/,
2014-01-07-cam,2014.0,2014-01-07,2014-01-08,24,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,"Centre for Mathematical Sciences, University of Cambridge","Wilberforce Road, Cambridge",0.10243900000000002,52.209868,SWC,,,['SWC'],https://sje30.github.io/2014-01-07-cam/,
2012-12-04-edinburgh,2012.0,2012-12-04,2012-12-05,36,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh, ,-3.1911838,55.945327899999995,SWC,,,['SWC'],https://swcarpentry.github.io/2012-12-04-edinburgh/,
2016-06-29-leeds,2016.0,2016-06-29,2016-07-01,27,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,NERC / University of Leeds,"School of Earth and Environment, The University of Leeds, Leeds, LS2 9JT",-1.555464,53.805572999999995,SWC,,,['SWC'],http://arcleeds.github.io/2016-06-29-leeds/,
2017-05-09-edinburgh,2017.0,2017-05-09,2017-05-10,32,United Kingdom,Scotland,GB,Edinburgh Parallel Computing Centre,epcc.ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"University of Edinburgh, King's Buildings, JCMB","Room 3217, James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.1749892999999996,55.9215522,SWC,,,['SWC'],https://hpcarcher.github.io/2017-05-09-edinburgh/,
2015-09-28-oxford,2015.0,2015-09-28,2015-09-29,25,United Kingdom,South East,GB,University of Oxford,ox.ac.uk,ox.ac.uk,UNIVERSITY OF OXFORD,University of Oxford,GB,University of Oxford,"South Parks Road, OX1 3PS",-1.2511766000000002,51.7590106,SWC,,,['SWC'],https://jpallen.github.io/2015-09-28-oxford/,
2013-04-18-manchester,2013.0,2013-04-18,2013-04-19,28,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester, ,-2.2416052000000004,53.4783491,SWC,,,['SWC'],https://swcarpentry.github.io/2013-04-18-manchester/,
2015-09-10-CAM,2015.0,2015-09-10,2015-09-11,39,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Bioinformatics Training Room, Craik-Marshall Building, Downing Site",0.12251400000000001,52.201951,DC,,,['DC'],https://lgatto.github.io/2015-09-10-CAM/,
2019-10-07-unixshell,2019.0,2019-10-07,2019-10-07,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"Medical Education Centre, Computing Lab","MEC, The Anne. Ferguson Building. WGH",-3.234058,55.96234499999999,SWC,Circuits,,"['SWC', 'Circuits']",https://ggrimes.github.io/2019-10-07-unixshell/,
2014-09-16-imperial,2014.0,2014-09-16,2014-09-17,31,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"Room 1.51, Royal School of Mines (RSM) Building, South Kensington Campus, Imperial College London, London.",-0.1764,51.499471,SWC,,,['SWC'],https://hpcarcher.github.io/2014-09-16-imperial/,
2019-04-01-ELIXIR-NORWAY_BERGEN,2019.0,2019-04-01,2019-04-03,0,Norway,Eastern,NO,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,ELIXIR - University of Bergen,"Bioblokken Room 520B1, High Technology Centre, Thormøhlens Gt 55, 5008 Bergen, Norway",5.332999999999999,60.381,SWC,,,['SWC'],https://dgrell.github.io/2019-04-01-ELIXIR-NORWAY_BERGEN/,
2015-06-18-StAndrews,2015.0,2015-06-18,2015-06-19,29,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,"School of Physics and Astronomy, University of St Andrews, North Haugh, St Andrewws, KY16 9SS, Scotland",-2.807146,56.340084999999995,SWC,,,['SWC'],https://lmwake.github.io/2015-06-18-StAndrews/,
2019-02-06-SZN,2019.0,2019-02-06,2019-02-07,36,Italy,London,IT,King's College London,kcl.ac.uk,kcl.ac.uk,KING'S COLLEGE LONDON,King's College London,GB,Stazione Zoologica Anton Dohrn Napoli,"Villa Comunale Napoli, 80121 - Naples, in the Foyer Seminar Room on the ground Floor of the Stazione Zoologica Anton Dohrn",14.235629999999999,40.832726,DC,,,['DC'],https://alevigi.github.io/2019-2-6-SZN/,
2019-05-06-edinburgh,2019.0,2019-05-06,2019-05-07,11,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,The University of Edinburgh,"Teaching Studio Room 1.16, Lister Learning and Teaching Centre, University of Edinburgh",-3.184216,55.946934,DC,,,['DC'],https://edcarp.github.io/2019-05-06-edinburgh/,
2018-05-15-swc-manchester,2018.0,2018-05-15,2018-05-16,23,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,University of Manchester,"School of Computer Science, IT Building, Room IT407, Oxford Road, M13 9PL",-2.234033,53.467376,SWC,,,['SWC'],https://anenadic.github.io/2018-05-15-swc-manchester/,
2018-11-08-ucl,2018.0,2018-11-08,2018-11-09,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,"University College London, High-Energy Physics Group","Room B1.15A, Cruciform Building, UCL, Gower Street WC1E 6BT",-0.13512000000000002,51.523999999999994,SWC,,,['SWC'],https://ucl-hep.github.io/2018-11-08-ucl/,
2019-12-12-Manchester,2019.0,2019-12-12,2019-12-13,0,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,Cathie Marsh Institute for Social Research,"Basement Lab, Humanities Bridgeford St. Building, Manchester",-2.2360777,53.466853,DC,,,['DC'],https://petersmyth12.github.io/2019-12-12-Manchester,
2020-11-23-swansea,2020.0,2020-11-23,2020-11-27,0,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,Swansea University (online),online,-3.9,51.7,DC,,,"['DC', 'online']",http://sa2c.github.io/2020-11-23-swansea,
2021-03-01-ansys,2021.0,2021-03-01,2021-03-01,0,United Kingdom,London,GB,"Ansys, Europe, Middle East and Africa - Field Engineering Services",ansys.com,ansys.com,ANSYS INC.,Ansys,GB,Online,"Ansys, Europe, Middle East and Africa - Field Engineering Services",-0.128404328,51.51805448,,Circuits,,"['online', 'Circuits', 'automated-email', 'private-event']",https://jgd10.github.io/2021-03-01-ansys-online/,
2015-11-10-UCL_software_carpentry,2015.0,2015-11-10,2015-11-11,21,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"ISD Training Room B07, 1-19 Torrington Place, London WC1E 7HB",-0.134352,51.522582,SWC,,,['SWC'],https://ucl-rits.github.io/2015-11-10-UCL_software_carpentry/,
2021-03-09-UCL-software-carpentry,2021.0,2021-03-09,2021-03-12,0,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London (online),online,-0.133401,51.524774,SWC,,,"['automated-email', 'SWC', 'online']",http://rits.github-pages.ucl.ac.uk/2021-03-09_UCL_software_carpentry/,
2019-02-11-Naples,2019.0,2019-02-11,2019-02-15,0,Italy,Eastern,IT,ELIXIR-UK,elixir-uk.org,elixir-uk.org,ELIXIR UK,ELIXIR UK,GB,National Research Council,"via Pietro Castellino 111, 80131 Naples",14.224429,40.855534999999996,SWC,,,['SWC'],https://mchiapello.github.io/2019-02-11-Naples/,
2019-06-10-york,2019.0,2019-06-10,2019-06-11,0,United Kingdom,Yorkshire and The Humber,GB,University of York,york.ac.uk,york.ac.uk,UNIVERSITY OF YORK,University of York,GB,ARCHER-SSI Software Carpentry at The University of York,"the Debye Lecture Theatre, GN/120, York Plasma Institute",-1.0466030000000002,53.948043500000004,SWC,,,['SWC'],https://hpcarcher.github.io/2019-06-10-york/,
2021-05-07-edinburgh-geosciences-online,2021.0,2021-05-07,2021-05-28,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,University of Edinburgh,-3.1890481858904423,55.9444376522981,SWC,,,"['automated-email', 'SWC', 'online']",https://edcarp.github.io/2021-05-07-edinburgh-geosciences-online,
2019-10-16-UCLQ,2019.0,2019-10-16,2019-10-17,0,Qatar,London,QA,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,UCL Qatar,"Room 2B01, UCL Qatar Library, Humanitarium, Education City",51.444066,25.318391000000002,LC,,,['LC'],https://arminstraube.github.io/2019-10-16-UCLQ/,
2017-06-01-Belfast,2017.0,2017-06-01,2017-06-02,26,United Kingdom,Northern Ireland,GB,Queen's University Belfast,qub.ac.uk,qub.ac.uk,QUEEN'S UNIVERSITY OF BELFAST,The Queen's University of Belfast,GB,The Queen's University Belfast,"Room MAP.01.004, Mathematics and Physics Teaching Centre, QUB",-5.934326,54.58406899999999,DC,,,['DC'],https://hpcarcher.github.io/2017-06-01-Belfast/,
2017-10-10-norwich,2017.0,2017-10-10,2017-10-11,16,United Kingdom,Eastern,GB,Earlham Institute,earlham.ac.uk,earlham.ac.uk,EARLHAM INSTITUTE,Earlham Institute,GB,Earlham Institute,"Darwin Room, Norwich Research Park, Norwich, NR4 7UZ, United Kingdom",1.218987,52.621741,SWC,,,['SWC'],https://tgac.github.io/2017-10-10-norwich/,
2017-09-11-cambridge,2017.0,2017-09-11,2017-09-12,38,United Kingdom,Eastern,GB,University of Cambridge,cam.ac.uk,cam.ac.uk,UNIVERSITY OF CAMBRIDGE,University of Cambridge,GB,University of Cambridge,"Bioinformatics Training Room, Craik-Marshall Building, Downing Site",0.12251400000000001,52.201951,DC,,,['DC'],https://tavareshugo.github.io/2017-09-11-cambridge/,
2018-12-06-edinburgh-dc-genomics,2018.0,2018-12-06,2018-12-07,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,University of Edinburgh,"Teaching Studio 3217, James Clerk Maxwell Building, Kings Buildings, Peter Guthrie Tait Road, Edinburgh",-3.1731897437372854,55.92175746679279,DC,Pilot,,"['DC', 'Pilot']",https://edcarp.github.io/2018-12-06-edinburgh-dc-genomics/,
2019-09-23-standrews,2019.0,2019-09-23,2019-09-24,0,United Kingdom,Scotland,GB,University of St. Andrews,st-andrews.ac.uk,st-andrews.ac.uk,UNIVERSITY OF ST ANDREWS,University of St Andrews,GB,University of St Andrews,"Parliament Hall, University of St Andrews, St Mary's College, St Andrews, Fife, KY16 9JU, Scotland, UK",-2.793957,56.339307999999996,SWC,,,['SWC'],https://starescomp.github.io/2019-09-23-standrews/,
2018-04-24-Aberystwyth_git,2018.0,2018-04-24,2018-05-01,3,United Kingdom,Wales,GB,University of Aberystwyth,aber.ac.uk,aber.ac.uk,PRIFYSGOL ABERYSTWYTH,Prifysgol Aberystwyth,GB,Version Control with Git - Aberystwyth University,"Room 3.03, Physical Sciences Building, Aberystwyth University, Penglais, SY23 3BZ",-4.0659,52.4159,SWC,Circuits,,"['SWC', 'Circuits']",https://scw-aberystwyth.github.io/2018-04-24-Aberystwyth_git/,
2019-04-16-swansea,2019.0,2019-04-16,2019-04-17,7,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,Swansea University,"The Boardroom, Computational Foundry, Bay Campus, Swansea University",-3.878739,51.619229,SWC,,,['SWC'],https://sa2c.github.io/2019-04-16-swansea/,
2014-11-10-manchester,2014.0,2014-11-10,2014-11-14,29,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,"The Nowgen Centre, University of Manchester","29 Grafton Street, Manchester, M13 9WU",-2.227592,53.463651,SWC,,,['SWC'],https://anenadic.github.io/2014-11-10-manchester/,
2019-12-10-heriotwatt,2019.0,2019-12-10,2019-12-11,0,United Kingdom,Scotland,GB,Heriot Watt University,hw.ac.uk,hw.ac.uk,HERIOT-WATT UNIVERSITY,Heriot-Watt University,GB,Heriot Watt University (Riccarton campus; GRID building),TBC (details in PDMS),-3.26227,55.92261,SWC,,,['SWC'],https://edcarp.github.io/2019-12-10-heriotwatt/,
2018-09-18-southampton-swc,2018.0,2018-09-18,2018-09-19,21,United Kingdom,South East,GB,University of Southampton,southampton.ac.uk,southampton.ac.uk,THE UNIVERSITY OF SOUTHAMPTON,The University of Southampton,GB,University of Southampton,Lab G1 (166/21),-1.39459,50.89267,SWC,,,['SWC'],https://southampton-rsg.github.io/2018-09-18-southampton-swc/,
2019-11-06-aberystwyth,2019.0,2019-11-06,2019-11-13,0,United Kingdom,Wales,GB,University of Aberystwyth,aber.ac.uk,aber.ac.uk,PRIFYSGOL ABERYSTWYTH,Prifysgol Aberystwyth,GB,Aberystwyth University,G24 Cledwyn Building,-4.067130000000001,52.41704,SWC,Circuits,,"['Circuits', 'SWC']",https://scw-aberystwyth.github.io/2019-11-06-aberystwyth/,
2019-11-12-edinburgh-sbs,2019.0,2019-11-12,2019-11-20,0,United Kingdom,Scotland,GB,University of Edinburgh,ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"JCMB, King's Buildings (various rooms)","James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.17441,55.921864,SWC,,,['SWC'],https://edcarp.github.io/2019-11-12-edinburgh-sbs/,
2016-03-08-TGAC,2016.0,2016-03-08,2016-03-09,19,United Kingdom,East Midlands,GB,The Genome Analysis Centre,tgac.ac.uk,tgac.ac.uk,THE GENOME ANALYSIS CENTRE,TGAC,GB,Earlham Institute,"Darwin Room, Norwich Research Park, Norwich, NR4 7UH",-1.2192889999999998,52.621697,SWC,,,['SWC'],http://mattdrew.github.io/2016-03-08-TGAC/,
2017-05-11-edinburgh,2017.0,2017-05-11,2017-05-12,23,United Kingdom,Scotland,GB,Edinburgh Parallel Computing Centre,epcc.ed.ac.uk,ed.ac.uk,UNIVERSITY OF EDINBURGH,University of Edinburgh,GB,"University of Edinburgh, King's Buildings, JCMB","Room 3217, James Clerk Maxwell Building, Peter Guthrie Tait Road, Edinburgh, EH9 3FD",-3.1749892999999996,55.9215522,DC,,,['DC'],https://hpcarcher.github.io/2017-05-11-edinburgh/,
2015-06-18-ucl,2015.0,2015-06-18,2015-06-19,20,United Kingdom,London,GB,University College London,ucl.ac.uk,ucl.ac.uk,UNIVERSITY COLLEGE LONDON,University College London,GB,University College London,"Cruciform B115A Cluster, University College London",-0.13404000000000002,51.524559,SWC,,,['SWC'],https://ucl.github.io/2015-06-18-ucl-swcarpentry/,
2015-09-07-guildford,2015.0,2015-09-07,2015-09-08,19,United Kingdom,South East,GB,University of Surrey,surrey.ac.uk,surrey.ac.uk,UNIVERSITY OF SURREY,University of Surrey,GB,University of Surrey,"University of Surrey, Guildford",-0.58958,51.242779999999996,SWC,,,['SWC'],https://dpshelio.github.io/2015-09-07-guildford/,
2015-12-14-Portsmouth,2015.0,2015-12-14,2015-12-15,28,United Kingdom,South East,GB,University of Portsmouth,port.ac.uk,port.ac.uk,UNIVERSITY OF PORTSMOUTH,University of Portsmouth,GB,University of Portsmouth,"University of Portsmouth, Room DS1.09, Dennis Sciama Bldg, Burnaby Road, Portsmouth, P01 3FX",-1.0982889999999998,50.797655999999996,SWC,,,['SWC'],https://hpcarcher.github.io/2015-12-14-Portsmouth/,
2012-05-14-newcastle,2012.0,2012-05-14,2012-05-15,41,United Kingdom,North East,GB,Newcastle University,ncl.ac.uk,ncl.ac.uk,NEWCASTLE UNIVERSITY,University of Newcastle Upon Tyne,GB,Newcastle University, ,-1.6146141999999999,54.980095,SWC,,,['SWC'],https://swcarpentry.github.io/2012-05-14-newcastle/,
2017-07-26-Sheffield,2017.0,2017-07-26,2017-07-27,20,United Kingdom,Yorkshire and The Humber,GB,University of Sheffield,shef.ac.uk,shef.ac.uk,UNIVERSITY OF SHEFFIELD,University of Sheffield,GB,University of Sheffield,"Bartolomé House, Winter Street, Sheffield, S3",-1.488683,53.384498,DC,,,['DC'],https://alfawolf140.github.io/2017-07-26-Sheffield/,
2016-06-23-leeds,2016.0,2016-06-23,2016-06-24,22,United Kingdom,Yorkshire and The Humber,GB,University of Leeds,leeds.ac.uk,leeds.ac.uk,UNIVERSITY OF LEEDS,University of Leeds,GB,University of Leeds,"School of Mechanical Engineering (5th floor cluster, room 5.34), Woodhouse Lane, Leeds, LS2 9JT",-1.555563,53.809847,SWC,,,['SWC'],http://arcleeds.github.io/2016-06-23-leeds/,
2019-01-28-swansea,2019.0,2019-01-28,2019-01-29,16,United Kingdom,Wales,GB,Swansea University,swansea.ac.uk,swansea.ac.uk,SWANSEA UNIVERSITY,Swansea University,GB,Swansea University,"Room 516, Vivian Tower, Swansea University, Singleton Park, Swansea SA2 8PP",-3.9825904999999997,51.609049,SWC,,,['SWC'],https://sa2c.github.io/swc-swansea-january-2019/,
2018-03-19-Imperial,2018.0,2018-03-19,2018-03-20,0,United Kingdom,London,GB,Imperial College London,imperial.ac.uk,imperial.ac.uk,"IMPERIAL COLLEGE OF SCIENCE, TECHNOLOGY AND MEDICINE","Imperial College of Science, Technology and Medicine",GB,Imperial College London,"CDT space, Central Library level 4, access from the 2nd floor of Sherfield building (SW corner), South Kensington Campus, Imperial College London, SW7 2AZ",-0.174877,51.4988,SWC,,,['SWC'],https://kmichali.github.io/2018-03-19-Imperial/,
2020-11-10-ssi-online,2020.0,2020-11-10,2020-11-11,0,United Kingdom,North West,GB,University of Manchester,manchester.ac.uk,manchester.ac.uk,THE UNIVERSITY OF MANCHESTER,The University of Manchester,GB,Software Sustainability Institute (online),online,-2.233222,53.467943000000005,SWC,,,"['SWC', 'online']",https://softwaresaved.github.io/2020-11-10-ssi-online/,
